Username,Date,Text,Geo,Hashtags,,,,
 +Occupied_Nation,1/31/17 16:29,#mapoli #boston #nyc #ows #womensmarch #noban #notmypresident https:// twitter.com/Occupied_Natio n/status/826541809232990208 â€_,"Boston, MA",#mapoli #boston #nyc #ows #womensmarch #noban #notmypresident,,,,
 +KalomaCardwell,1/31/17 16:28,SojournerTruthRadio: The Women's March's Multigenerational Resistance of Black Women https:// soundcloud.com/sojournertruth radio/sojourner-truth-radio-the-womens-marchs-multigenerational-resistance-of-black-women-pt-i â€_ #WomensMarch #BlackLivesMatter,"Born in the South and the North; Politically born again in Freedom Schools, Black/Abolitionist Churches, & Public Schools",#WomensMarch #BlackLivesMatter,,,,
 +Ptexp_RN_Cherri,1/31/17 16:28,You should pay attention to her more often. Please be one of the 3 that go against the Republican majority. #WomensMarch #TitleX https:// twitter.com/SenToomey/stat us/826538908179689477 â€_,"Pennsylvania, USA",#WomensMarch #TitleX,,,,
 +btxcgnbv,1/31/17 16:27,"Become a Stop the War"" member cc @STWuk http://www. stopwar.org.uk/index.php/get- involved/join-stop-the-war â€_ #NoMuslimBan #DumpTrump #WomensMarch pic.twitter.com/MggCIgz8Hu""",,#NoMuslimBan #DumpTrump #WomensMarch,,,,
 +gopgirl13,1/31/17 16:27,if the #WomensMarch was meant to portray women as lunatics they did their job and they did it well!,United States,#WomensMarch,,,,
 +PABossBabe,1/31/17 16:27,Seriously? Pres. Obama was elected by VOTERS and you robbed us of OUR choice! @GOP wait until next election for our response! #WomensMarch https:// twitter.com/cbsnews/status /826536833324548096 â€_,,#WomensMarch,,,,
 +cindersmcleod,1/31/17 16:27,A close up on the new democratic united people of america flag #TousUnis #WomensMarch pic.twitter.com/dApZFyPe28,Toronto,#TousUnis #WomensMarch,,,,
 +VSHLogan,1/31/17 16:26,Feinstein on Sessions: http://www. feinstein.senate.gov/public/index.c fm/press-releases?id=A2A58A6E-50A1-428F-9AA9-FA93691AF2D0 â€_ #WomensMarch,,#WomensMarch,,,,
 +lonnystern,1/31/17 16:26,"If new riders from the #WomensMarch would #trytransit once a week, it would spike ridership & reduce carbon use nationwide @womensmarch https:// twitter.com/atxtransit/sta tus/826540642331410432 â€_","Austin, TX",#WomensMarch #trytransit,,,,
 +aubrynathome,1/31/17 16:26,Because it doesn't fit the narrative Organizer of #WomensMarch Linda Monsour furious that Sharia Law incl FGM outlawed in 22 states https:// twitter.com/OccupyBawlStre e/status/826486387511816192 â€_,Where the Forest Meets the Sea,#WomensMarch,,,,
 +cindersmcleod,1/31/17 16:26,"The new, democratic, american flag. People, not stars or walls #WomensMarch #TousUnis pic.twitter.com/6zWgU3eXUN",Toronto,#WomensMarch #TousUnis,,,,
 +akateach1,1/31/17 16:25,Thank. Great conversation @NidaKhanNY @karenhunter #KarenRebels #Indivisible #WomensMarch #MoralMarch #LoveArmy https:// twitter.com/sxmurbanview/s tatus/826536748519927810 â€_,,#KarenRebels #Indivisible #WomensMarch #MoralMarch #LoveArmy,,,,
 +misscriss48212,1/31/17 16:25,This needs to change in 2018 #resist #WomensMarch,,#resist #WomensMarch,,,,
 +CandresDice,1/31/17 16:25,#WomensMarch real life. pic.twitter.com/6QGAlbhfG7,Australia,#WomensMarch,,,,
 +TongRafati,1/31/17 16:25,The power of the periodical press is second only to the people . AND STRONGER #WomensMarch #WomanPower #PressFreedom #AexisdeTocqueville pic.twitter.com/dFsdXD4vQp,"Ohio, USA",#WomensMarch #WomanPower #PressFreedom #AexisdeTocqueville,,,,
 +VSHLogan,1/31/17 16:25,Senator: THANK YOU for your exemplary principled leadership today. I'm grateful. #WomensMarch,,#WomensMarch,,,,
 +MsFunkyFit,1/31/17 16:25,Go to my blog to find out why! http:// funkyfitspiration.com/the-f-word #WomensMarch #feminist #equality #femaleblogger #buildbridgesnotwalls pic.twitter.com/0urgjJlBHa,LONDON,#WomensMarch #feminist #equality #femaleblogger #buildbridgesnotwalls,,,,
 +cindersmcleod,1/31/17 16:25,I'm not sure what a feminist is but whenever I express opinions that differentiate me from a doormat I'm called one. Rebec West #WomensMarch pic.twitter.com/sa1wXto1YZ,Toronto,#WomensMarch,,,,
 +MNNTeam,1/31/17 16:25,"G+: With the #MarchforLife , #WomensMarch , and #US #refugeeban all in the span of a week, #prolife issues are hotâ€_ https:// goo.gl/RXjN7N","Grand Rapids, MI USA",#MarchforLife #WomensMarch #US #refugeeban #prolife,,,,
 +AidenVargas43,1/31/17 16:25,#resisttrumptuesday #TheResistance #ANTITRUMPMVMT #CourageToChange #StopDeVos #StopSessions #WomensMarch https:// m.youtube.com/watch?v=ByDRQh QvxeI â€_,"Portland, OR",#resisttrumptuesday #TheResistance #ANTITRUMPMVMT #CourageToChange #StopDeVos #StopSessions #WomensMarch,,,,
 +Andre_Platts,1/31/17 16:25,and are we going to just forget her total absence during the election and then she popped up supporting the #WomensMarch,Came from outer space,#WomensMarch,,,,
 +cskysrunner,1/31/17 16:24,"Sad news, but definitely an ironic event. #opentheborders #downwithtrump #impeachtrump #womensmarch #free #trump https:// twitter.com/AltStateDpt/st atus/826199994101334016 â€_","Ridgecrest, CA",#opentheborders #downwithtrump #impeachtrump #womensmarch #free #trump,,,,
 +wendyhess1,1/31/17 16:24,"#womensmarch I haven't lost any rights, Not gonna crab about nothing,OH,.I'll help pay for planned parenthood but not your abortion..TADA",,#womensmarch,,,,
 +jungcult,1/31/17 16:24,ok #WomensMarch,ì •ìˆ˜ì—°,#WomensMarch,,,,
 +letoilerbook,1/31/17 16:24,"new posts on http:// letoiler.tumblr.com . Females are the superior gender. If we ruled the world, ISIS would not exist. #MuslimBan #WomensMarch",,#MuslimBan #WomensMarch,,,,
 +cindersmcleod,1/31/17 16:23,Our work is set out for us #DumpTrump #TousUnis #WomensMarch #resist pic.twitter.com/Ge1WpYal8B,Toronto,#DumpTrump #TousUnis #WomensMarch #resist,,,,
 +number_8_sis,1/31/17 16:23,"If the Supreme Court nom is Gorsuch, you only need to know 3 words: Hobby Lobby Asshole #TheResistance #resist #WomensMarch https:// twitter.com/usatoday/statu s/826531113162113027 â€_",,#TheResistance #resist #WomensMarch,,,,
 +SumItUpNAPic,1/31/17 16:23,#WomensMarch @lsarsour should be ashamed of herself pic.twitter.com/OuBlSQX6Gx,,#WomensMarch,,,,
 +PureSatin69,1/31/17 16:23,Black women need to centered in both fights #BLM AND #WomensMarch bc we suffer the MOST..til then pic.twitter.com/0MdMiHmTdi,"Atlanta, GA",#BLM #WomensMarch,,,,
 +VSHLogan,1/31/17 16:23,LET'S THANK HER: Feinstein Wonâ€™t Back Sessions For Attorney Generalâ€“CBS San Francisco #WomensMarch https://www. google.com/amp/sanfrancis co.cbslocal.com/2017/01/31/sen-dianne-feinstein-oppose-sen-jeff-sessions-attorney-general/amp/?client=safari â€_,,#WomensMarch,,,,
 +shrnirons,1/31/17 16:23,"some dude @DavStp blocked me immediately after asking if I found a GF at #WomensMarch my answer is YES 500,000 GF's & the men too, A$$",Florida,#WomensMarch,,,,
 +jacquelynnburke,1/31/17 16:22,"ATTENTION! @artisanbooks is publishing WHY WE MARCH: Signs of Protest and Hope, on 3/21! #womensmarch https:// blog.workman.com/march-signs-pr otest-hope-voices-womens-march/ â€_",,#womensmarch,,,,
 +cindersmcleod,1/31/17 16:22,Freedom or Repression or Freedom of Expression #TousUnis #DumpTrump #WomensMarch pic.twitter.com/NVQXHFQmM6,Toronto,#TousUnis #DumpTrump #WomensMarch,,,,
 +Juice_so_good,1/31/17 16:22,@SenFranken we've got quite a bit of mail coming your way from @Juice_so_good #PostcardParty #WomensMarch #WhyIMarch pic.twitter.com/oqaI2igt7j,,#PostcardParty #WomensMarch #WhyIMarch,,,,
 +tessnam,1/31/17 16:21,#PresidentBannon #Indivisible #WomensMarch https:// twitter.com/funder/status/ 826506910430089216 â€_,,#PresidentBannon #Indivisible #WomensMarch,,,,
 +NetflixMulhouse,1/31/17 16:21,#theresistance #womensmarch #stoppresidentbannon #supportstarbucks #Trump #MuslimBan The wolves are here for all of us pic.twitter.com/CwDpDHuxNh,,#theresistance #womensmarch #stoppresidentbannon #supportstarbucks #Trump #MuslimBan,,,,
 +cindersmcleod,1/31/17 16:21,An illo from a series that show how words can hurt & subvert #TousUnis #DumpTrump #WomensMarch pic.twitter.com/pp9OX4Qtnh,Toronto,#TousUnis #DumpTrump #WomensMarch,,,,
 +KimCville,1/31/17 16:21,We're back!!!! #WomensMarch https:// twitter.com/thehill/status /826431620949372929 â€_,,#WomensMarch,,,,
 +JennyL041l46,1/31/17 16:21,1 thing a time: at #womensmarch . Now itâ€™s time to make our voices heard. First up: send a postcard to your Senators https://www. womensmarch.com/100?source=twi tter& â€_,"Mountain View, CA",#womensmarch,,,,
 +Richard22271600,1/31/17 16:20,Call Republican Senator Collins of Maine. She is a PROBABLE No. Help us in Maine to speak out #WomensMarch #resist #noDevos #NoBanNoWall https:// twitter.com/nbx909/status/ 826514551717912576 â€_,,#WomensMarch #resist #noDevos #NoBanNoWall,,,,
 +liza_otay,1/31/17 16:20,#TrumpYourFired #WeThePeople #womensmarch https:// twitter.com/justiceputnam/ status/826539415803539456 â€_,"My Congress is anti-same sex marriage/immigrants, Pro Trump/DeVos, & doesn't believe Global warming is true, Dana Rohrabacher(R)48",#TrumpYourFired #WeThePeople #womensmarch,,,,
 +cindersmcleod,1/31/17 16:20,An illo from a series that show how words can hurt & subvert #TousUnis #DumpTrump #WomensMarch,Toronto,#TousUnis #DumpTrump #WomensMarch,,,,
 +TwittaChicca,1/31/17 16:20,I wish I could say I was surprised but I'm not. Look what Leftist organizer of #WomensMarch said about @ACTBrigitte & @Ayaan,El mundo,#WomensMarch,,,,
 +FERPhilosophFer,1/31/17 16:19,"@ericmetaxas SO #sharp ! Reading his bk 7 Women. Aftr so-called #WomensMarch , I choose #truth ! #heroines #represent ! https://www. theatlantic.com/amp/article/51 4898/ â€_",United States,#sharp #WomensMarch #truth #heroines #represent,,,,
 +juleslovessnow,1/31/17 16:18,We made history at #womensmarch . Now itâ€™s time to make our voices heard. First up: send a postcard to your Senators https://www. womensmarch.com/100?source=twi tter& â€_,,#womensmarch,,,,
 +Junebug3,1/31/17 16:18,Trump's highest educational level achieved: #theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts https:// twitter.com/TrumpDraws/sta tus/826314938872246273 â€_,Bee Cave TX,#theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts,,,,
 +garyfoskett,1/31/17 16:17,#womensmarch Lots of signage, earnest, vulgar, witty," a few brilliant (""Take your broken heart & make it art""). Artists of the world unite. https:// twitter.com/MMFlint/status /826328964729802753 â€_""","Clapton, London E5",#womensmarch
 +melaniearonson,1/31/17 16:17,An elderly Danish couple watch the #womensmarch in utter confusion.â€_ https://www. instagram.com/p/BP8YqY3DOfU/,"Brooklyn, NY / MalmÃ¶, Sweden",#womensmarch,,,,
 +YesiXicana,1/31/17 16:16,50 groups to learn about if youâ€™re committed to intersectional feminism #WomensMarch http://www. huffingtonpost.com/entry/50-group s-to-learn-about-if-youre-committed-to-intersectional-feminism_us_5887b050e4b0441a8f715df7?ncid=engmodushpmg00000004 â€_ via @HuffPostWomen,,#WomensMarch,,,,
 +RedfernMichelle,1/31/17 16:16,"An at home"" Women's March - great parenting! #womensmarch #womensrights #genderequality http:// buff.ly/2kjQr15""","Melbourne, Australia",#womensmarch #womensrights #genderequality,,,,
 +NetflixMulhouse,1/31/17 16:15,#theresistance #supportstarbucks #womensmarch @SenatorBurr I am sure Senator Burr has a theory too. He is gullible http://www. huffingtonpost.com/entry/sean-han nity-twitter-question_us_58903d4fe4b02772c4e9017b â€_,,#theresistance #supportstarbucks #womensmarch,,,,
 +TrumpResist,1/31/17 16:14,. @mattmfm here's the video https://www. facebook.com/VA7thDistrictT ownHall/ â€_ #TheResistance #WomensMarch #Obamacare #ACA #GOPFascism #ImpeachTrump https:// twitter.com/mattmfm/status /826216559270039552 â€_,South Jersey / Philadelphia,#TheResistance #WomensMarch #Obamacare #ACA #GOPFascism #ImpeachTrump,,,,
 +Junebug3,1/31/17 16:14,What a difference. #theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell @potus https:// twitter.com/HillaryClinton /status/826512204254044160 â€_,Bee Cave TX,#theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell,,,,
 +epaldelta,1/31/17 16:14,"I didn't know this was a thing. Post #WomensMarch , I had to find more time in my day. A move away from political parrot Kellyanne Conway."" https:// twitter.com/TheCut/status/ 826536668190666753 â€_""",Coupdeville,#WomensMarch,,,,
 +FlorenceSCHsu,1/31/17 16:13,Art Nouveau style poster designed by Bertha BoyÃ© for the California election of 1911. #Suffragist #WomensMarch #ArtNouveau pic.twitter.com/90E6UiZssH,"Philadelphia, PA",#Suffragist #WomensMarch #ArtNouveau,,,,
 +BobSikes,1/31/17 16:13,Memo to #WomensMarch enthusiasts. https:// twitter.com/AdamBaldwin/st atus/826441004215463938 â€_,"Fort Walton Beach, FL",#WomensMarch,,,,
 +amlozyk,1/31/17 16:13,March for Life Spot the Difference. #marchforlife #womensmarch https:// twitter.com/WeTrustInTrump /status/826535572550266884 â€_,âù_ Canada âù_,#marchforlife #womensmarch,,,,
 +brkfstsanwich,1/31/17 16:12,"Jewish Organizations Worked to Prevent the #WomensMarch From Addressing the #Occupation "" by @IfNotNowOrg members. http:// bit.ly/2js7630""","US of A, baby",#WomensMarch #Occupation,,,,
 +genericdiscuss,1/31/17 16:12,....and the #YouTube video of our #Trump #podcast can be found in the link below. #Inauguration #Racism #WomensMarch https://www. youtube.com/watch?v=OBr04E 4N4bs&t=2s â€_,"Exeter, England",#YouTube #Trump #podcast #Inauguration #Racism #WomensMarch,,,,
 +FRDuplantier,1/31/17 16:12,"Anybody looking for #MardiGras costumes, I know where you can get some used #vagina suits cheap. #WomensMarch #MardiGras2017",St. Louis,#MardiGras #vagina #WomensMarch #MardiGras2017,,,,
 +MarkCM07,1/31/17 16:12,#resisttrumptuesday #resist #RESISTANCE #ResistTrump #NoBanNoWall #MuslimBan #WomensMarch #Illegitimate https:// twitter.com/williamjordann /status/825781634330980352 â€_,"Canton, Ohio",#resisttrumptuesday #resist #RESISTANCE #ResistTrump #NoBanNoWall #MuslimBan #WomensMarch #Illegitimate,,,,
 +celiehart,1/31/17 16:12,The U.S. made zero progress in adding women to Congress in 2016. http:// fortune.com/2016/11/10/ele ction-results-women-in-congress/ â€_ #WomensMarch #RESIST,San Francisco,#WomensMarch #RESIST,,,,
 +Jidgettewynn,1/31/17 16:11,Free speech for all scientists!! #WomensMarch @WhiteHouse @SenWarren @SenSchumer @politico #womensmarchonwashington http:// m.huffpost.com/us/entry/us_58 90b515e4b02772c4e95311?ir=Politics&utm_hp_ref=politics â€_,Tampa FL and MD working Farm,#WomensMarch #womensmarchonwashington,,,,
 +engwellspoken,1/31/17 16:11,BizBash C.E.O. David Adler: What the Inauguration and #WomensMarch Teach Us About... http:// ln.is/uiawN by #eventbrite via @c0nvey,"Florence, Italy",#WomensMarch #eventbrite,,,,
 +discjocke52,1/31/17 16:11,@realDonaldTrump #realDonaldTrump #TheResistance #Resist #StopTrump #StopPresidentBannon @womensmarch #WomensMarch https:// twitter.com/anders_aslund/ status/826461803542626304 â€_,"United States, Ukraine",#realDonaldTrump #TheResistance #Resist #StopTrump #StopPresidentBannon #WomensMarch,,,,
 +celiehart,1/31/17 16:11,The United States ranks 65th in wage equality for similar work. http:// money.cnn.com/2014/10/27/new s/economy/global-gender-pay-gap/ â€_ #RESIST #WomensMarch #WageGap,San Francisco,#RESIST #WomensMarch #WageGap,,,,
 +Junebug3,1/31/17 16:11,"Yes, we will get you too! #theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell @potus https:// twitter.com/Serial_Trader_ /status/826287501027459072 â€_",Bee Cave TX,#theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell,,,,
 +ellefinP,1/31/17 16:10,"We were there and it definitely will be one for the #herstory books. Thanks, @TeresaShook ! http:// wpo.st/-OCY2 #WomensMarch","Brooklyn, NY",#herstory #WomensMarch,,,,
 +VSHLogan,1/31/17 16:10,"We may not love Congress, but we the People, must HAVE THEIR BACKS. The trolls/regime are gunning for them. #WomensMarch",,#WomensMarch,,,,
 +therealtedcurry,1/31/17 16:10,. @realTrumpcast The @realDonaldTrump can't be a #populist bc he's not #popular #sad #DumpTrump #WomensMarch,"Elk Point, SD",#populist #popular #sad #DumpTrump #WomensMarch,,,,
 +BorderNarcotics,1/31/17 16:09,"A Travis County Texas (Austin) Judge wore a Pussy Hat"" from #WomensMarch during her proceedings today in court.... http:// fb.me/1WrIPOzkz""",Arizona,#WomensMarch,,,,
 +ZendayaMedia,1/31/17 16:09,bellathorne: Always got your back baby @zendaya #womensmarch #iloveyou pic.twitter.com/wqqccrHdIN,,#womensmarch #iloveyou,,,,
 +VickiMcGarvey,1/31/17 16:09,eLearnesque: Digital Communication Contemporaneity and the Women's March #WomensMarch #digital http:// elearnesque.blogspot.co.uk/2017/01/digita l-communication-contemporaneity.html â€_,Stoke Staffs Europe,#WomensMarch #digital,,,,
 +stearnsseattle,1/31/17 16:09,Indigenous women led the #WomensMarch in Seattle last weekend. Story at @IndianCountry https:// indiancountrymedianetwork.com/news/native-ne ws/indigenous-sisters-resistance-leads-womens-march-seattle/ â€_ pic.twitter.com/2x6W7GW94Q,DC â†’ SEA,#WomensMarch,,,,
 +ZendayasUpdated,1/31/17 16:08,bellathorne: Always got your back baby @zendaya #womensmarch #iloveyou pic.twitter.com/RJKwYD9xVR,Buy Zendaya's stuff:,#womensmarch #iloveyou,,,,
 +Go2HiddenHills,1/31/17 16:08,#Trump â€™s Nightmare: #Women Opposing Him #FightForRights #WomensMarch http:// nymag.com/thecut/2017/01 /trumps-nightmare-women-opposing-him.html?mid=twitter-share-thecut â€_ @thecut,"Los Angeles, CA",#Trump #Women #FightForRights #WomensMarch,,,,
 +CindySaysThis,1/31/17 16:08,Between #JudgeAnnDonnelly & Atty Gen #SallyYates the pussies are making life difficult for @realDonaldTrump /Keep it up ladies #WomensMarch,"Long Island, NY",#JudgeAnnDonnelly #SallyYates #WomensMarch,,,,
 +Ashleydmackle,1/31/17 16:07,"This had to happen, as It wasn't even on the shelf!! -.- #WomensMarch #womensmarchlondon #betherevolution pic.twitter.com/V0iKC7ep0o",,#WomensMarch #womensmarchlondon #betherevolution,,,,
 +celiehart,1/31/17 16:07,The percentage of women CEOs of the Fortune 500 companies has dropped to 4%. http:// fortune.com/2016/06/06/wom en-ceos-fortune-500-2016/ â€_ #RESIST #WomensMarch #WomenInTech,San Francisco,#RESIST #WomensMarch #WomenInTech,,,,
 +Hal9000_AI,1/31/17 16:07,Light it up people! #theResistance #fuckingwall #WomensMarch #ScienceMarch #altgovt #lgbt #BlackLivesMatter https:// twitter.com/TeaPainUSA/sta tus/826529820800606209 â€_,Jovian System,#theResistance #fuckingwall #WomensMarch #ScienceMarch #altgovt #lgbt #BlackLivesMatter,,,,
 +Orgleader,1/31/17 16:07,"#Womensmarch organizer the Lead Plaintiff in President Trump's Islamic Ban"" Lawsuit is? http:// truthfeed.com/breaking-guess -who-the-lead-plaintiff-in-president-trumps-islamic-ban-lawsuit-is/49597/ â€_ #RedNationRising""",USA,#Womensmarch #RedNationRising,,,,
 +AlNewman_,1/31/17 16:07,"I'll bet in this mommy blogger""speaks for a lot of people galvanized by the #WomensMarch http://www. huffingtonpost.com/entry/a-mum-bl og-on-trump_us_588f7c68e4b04c35d5834e92 â€_""",Chicago,#WomensMarch,,,,
 +jstrakerj,1/31/17 16:06," @TrumpHotels : Tell us your favorite travel memory"" The memories my friend shared of her trip to Washington to protest @POTUS #WomensMarch""","Wales, United Kingdom",#WomensMarch,,,,
 +celiehart,1/31/17 16:06,Only 9 countries in the world deny mothers paid leave. The U.S. is one of them. http://www. cnn.com/2015/04/16/us/ american-women-world-rankings/ â€_ #RESIST #WomensMarch #WomenInTech,San Francisco,#RESIST #WomensMarch #WomenInTech,,,,
 +cskysrunner,1/31/17 16:06,Terrible #resist #resistance #stoptrump #WomensMarch #free #trump https:// twitter.com/altUSEPA/statu s/826527301818920961 â€_,"Ridgecrest, CA",#resist #resistance #stoptrump #WomensMarch #free #trump,,,,
 +Romealex,1/31/17 16:06,"The one positive thing to come out of Trump's few horrific days in office has been the #activism #TrumpBanprotest , #WomensMarch etc. https:// twitter.com/nytimes/status /826325315395915777 â€_","Munich, Bavaria",#activism #TrumpBanprotest #WomensMarch,,,,
 +luwanda19,1/31/17 16:06,#WomensMarch this is what you marched for! https:// twitter.com/ocabacs/status /826532190695493632 â€_,Michigam,#WomensMarch,,,,
 +Junebug3,1/31/17 16:05,"Oh, we're so safe now!? #theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell @potus https:// twitter.com/The_Borg_Queen _/status/826510477878521857 â€_",Bee Cave TX,#theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell,,,,
 +GlobalGatherin,1/31/17 16:05,#Trump 's #immigrationban Seems To Be A Long Term Decision - Global Gathering. #resisttrumptuesday #WomensMarch http:// shar.es/1ORdyz pic.twitter.com/TmMSP5oEyZ,,#Trump #immigrationban #resisttrumptuesday #WomensMarch,,,,
 +kennkyy_,1/31/17 16:05,This is amazing. #WomensMarch @steph_shep pic.twitter.com/Dlv8zgTkpg,Boston,#WomensMarch,,,,
 +celiehart,1/31/17 16:05,1 out of 6 American #women has been the victim of attempted or completed rape in her life: https://www. ncjrs.gov/pdffiles/17283 7.pdf â€_ #RESIST #WomensMarch,San Francisco,#women #RESIST #WomensMarch,,,,
 +CtrlAltMegan,1/31/17 16:04,By Patriots he means 'White Nationalists'. I've grown fluent in Republtard these last few weeks. #StopPresidentBannon #WomensMarch #Resist https:// twitter.com/ChrisMZiegler/ status/826292958119022593 â€_,Gallifrey,#StopPresidentBannon #WomensMarch #Resist,,,,
 +nguyeningit,1/31/17 16:04,I didn't see #WomensMarch about that at all. You should have come out. What I saw was about equality & community,Los Angeles,#WomensMarch,,,,
 +pokerpro23,1/31/17 16:04,"Meet 1 of the organizers of the #womensmarch . She believes women are treated fairly under #sharialaw . Fairly, really? pic.twitter.com/J0OUIN7Tbk",Trump's America,#womensmarch #sharialaw,,,,
 +HeartandSoles_,1/31/17 16:04,Check out this item in my Etsy shop https://www. etsy.com/listing/506377 703/a-womans-place-is-in-the-revolution â€_ #revolution #womenunite #WomensMarch #Humanrights #StandUpToTrump,"Ottawa,Illinois,United States",#revolution #womenunite #WomensMarch #Humanrights #StandUpToTrump,,,,
 +jcw14all,1/31/17 16:03,#WomensMarch #DemocratsForShariah Leftist women celebrate the oppression of Muslim women. pic.twitter.com/Xzymj0kLO9,"North Coast, USA",#WomensMarch #DemocratsForShariah,,,,
 +liza_otay,1/31/17 16:03,@BernieSanders @ACLU #womensmarch #indivisible #NoBanNoWall https:// twitter.com/guardian/statu s/826522615577735168 â€_,"My Congress is anti-same sex marriage/immigrants, Pro Trump/DeVos, & doesn't believe Global warming is true, Dana Rohrabacher(R)48",#womensmarch #indivisible #NoBanNoWall,,,,
 +Patty5147,1/31/17 16:03,@POTUS President works at the pleasure of the US citizens so remember you are emperor with no clothes #WomensMarch,,#WomensMarch,,,,
 +tessnam,1/31/17 16:03,#NoBanNoWall #WomensMarch #Indivisible https:// twitter.com/funder/status/ 826526254954344451 â€_,,#NoBanNoWall #WomensMarch #Indivisible,,,,
 +cskysrunner,1/31/17 16:03,#MissUniverse #Thailand #iHeartAwards #BestFanArmy #WomensMarch #free #trump https:// twitter.com/CAIRNational/s tatus/826515155559251973 â€_,"Ridgecrest, CA",#MissUniverse #Thailand #iHeartAwards #BestFanArmy #WomensMarch #free #trump,,,,
 +aeaken,1/31/17 16:02,Watch this powerful #WomensMarch speech by our President @RheaSuh . Proud of my organization @NRDC for standing up when it counts. https:// twitter.com/RheaSuh/status /822850906312110082 â€_,"San Francisco, CA",#WomensMarch,,,,
 +RNforHillary,1/31/17 16:02,#RESISTANCE #SallyYates #MuslimBan #WomensMarch #ScienceNotSilence https:// twitter.com/rnforhillary/s tatus/826535497761697793 â€_,,#RESISTANCE #SallyYates #MuslimBan #WomensMarch #ScienceNotSilence,,,,
 +TravelingUS,1/31/17 16:01,THEY WOULDN'T LISTEN... YOU TRIED TO TELL THEM @HillaryClinton . #MuslimBan #WomensMarch #TheResistance #Indivisible,United States,#MuslimBan #WomensMarch #TheResistance #Indivisible,,,,
 +Charley_Hannah,1/31/17 16:01,Extremely good representation of Trump #TrumpDonald #WomensMarch #TrumpDonald #EqualityforAll pic.twitter.com/6NhvT3xsjX,United Kingdom,#TrumpDonald #WomensMarch #TrumpDonald #EqualityforAll,,,,
 +pwr2thappl,1/31/17 16:01,Thank U @RepBarbaraLee for your example and tireless fight 4 our communities #woctaughtme @GroundswellFund #womensmarch #resisttrumptuesday https:// twitter.com/RepBarbaraLee/ status/826527135397445637 â€_,"Oakland, CA",#woctaughtme #womensmarch #resisttrumptuesday,,,,
 +cskysrunner,1/31/17 16:01,This is insane #MissUniverse #Thailand #iHeartAwards #BestFanArmy #WomensMarch #free #trump https:// twitter.com/NPCA/status/82 6519468738224132 â€_,"Ridgecrest, CA",#MissUniverse #Thailand #iHeartAwards #BestFanArmy #WomensMarch #free #trump,,,,
 +amadorn,1/31/17 16:01,One word describes the #WomensMarch protest of Jeff Sessions: Sad! #ConfirmSessions https://www. conservativereview.com/commentary/201 7/01/one-word-describes-the-womens-march-protest-of-jeff-sessions-sad â€_,,#WomensMarch #ConfirmSessions,,,,
 +MJqqq,1/31/17 16:01,OK NJ lets get a another woman up to replace her.... #WomensMarch @NJCitizenAction @NationalNOW https:// twitter.com/politiconj/sta tus/826531786184343552 â€_,NewYork,#WomensMarch,,,,
 +VSHLogan,1/31/17 16:01,THANK YOU! #WomensMarch,,#WomensMarch,,,,
 +LOSSANO,1/31/17 16:01,"Neil Gorsuch, #Trump 's Supreme Court pick: 5 Fast Facts You Need to Know #WomensMarch #PlannedParenthood #Abortion http:// heavy.com/news/2017/01/n eil-gorsuch-abortion-pro-life-anti-donald-trump-supreme-court-quotes-views-planned-parenthood/ â€_ pic.twitter.com/GGxHFhGM4V",,#Trump #WomensMarch #PlannedParenthood #Abortion,,,,
 +Junebug3,1/31/17 16:01,That's this week! #theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell @potus https:// twitter.com/SilverAdie/sta tus/825741580829089793 â€_,Bee Cave TX,#theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell,,,,
 +COPH_CSUF,1/31/17 16:00,Did you attend any of the Women's Marches on January 21st? Consider donating any ephemera to COPH! #womensmarch #coph pic.twitter.com/eF1UhFHozc,"Fullerton, CA",#womensmarch #coph,,,,
 +purplemeatballs,1/31/17 16:00,"Soros continues to fund leftist protests as he spent 90 million on #WomensMarch & #DisruptJ20 (sleeping, buses, food, pay, etc) pic.twitter.com/2oczVHkgSZ","St Petersburg, FL",#WomensMarch #DisruptJ20,,,,
 +CatLovesUSA,1/31/17 16:00,Where were you when this happened?? Where?? #WomensMarch #MuslimBan #Maga #TuesdayTip #TuesdayBookBlog #SallyYates https:// twitter.com/cathiemarie201 4/status/826489571525459968 â€_,,#WomensMarch #MuslimBan #Maga #TuesdayTip #TuesdayBookBlog #SallyYates,,,,
 +GlencoeAnchor,1/31/17 16:00,"Glencoe residents reflect on D.C., Chicago womenâ€™s marches: http://www. glencoeanchor.com/glencoe-reside nts-reflect-dc-chicago-womens-marches â€_ #WomensMarch pic.twitter.com/6vv0hcdpQw","Glencoe, IL",#WomensMarch,,,,
